file|error code|error message|start line|start char|end line|end char
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_T1 is not defined|204|51|204|56
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_TA is not defined|205|51|205|56
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_T7 is not defined|207|52|207|57
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_T8 is not defined|208|52|208|57
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_T7 is not defined|220|50|220|55
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_T8 is not defined|221|50|221|55
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstTriggerEgpy_TA is not defined|235|90|235|95
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstPortalStability_T0 is not defined|1275|97|1275|102
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstPortalStability_T0 is not defined|1283|65|1283|70
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstPortalStability_T1 is not defined|1284|57|1284|62
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstPortalStability_T1 is not defined|1295|58|1295|63
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstPortalStability_T9 is not defined|1296|58|1296|63
events\CmtM1b_ConfigViewer~EndGame.txt|CW101|@CmtConstPortalStability_T9 is not defined|1305|97|1305|102
events\CmtM1b_ConfigViewer~EndGame.txt|CW220|CrisisManagerMenu.1023 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1488|0|1488|13
events\CmtM1b_ConfigViewer~EndGame.txt|CW220|CrisisManagerMenu.1022 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1071|0|1071|13
events\CmtM1b_ConfigViewer~EndGame.txt|CW220|CrisisManagerMenu.1021 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|803|0|803|13
events\CmtM1b_ConfigViewer~EndGame.txt|CW220|CrisisManagerMenu.1010 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|17|0|17|13
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperInterval_T0 is not defined|164|53|164|58
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperInterval_T0 is not defined|180|54|180|59
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperInterval_T5 is not defined|181|54|181|59
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperInterval_T5 is not defined|197|53|197|58
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T1 is not defined|228|86|228|91
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T1 is not defined|239|58|239|63
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_TA is not defined|240|58|240|63
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T5 is not defined|242|59|242|64
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T6 is not defined|243|59|243|64
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T5 is not defined|256|57|256|62
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T6 is not defined|257|57|257|62
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_TA is not defined|267|86|267|91
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T1 is not defined|344|89|344|94
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T1 is not defined|355|61|355|66
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_TA is not defined|356|61|356|66
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T5 is not defined|358|62|358|67
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T6 is not defined|359|62|359|67
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T5 is not defined|372|60|372|65
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T6 is not defined|373|60|373|65
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_TA is not defined|383|89|383|94
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T1 is not defined|395|87|395|92
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T1 is not defined|406|59|406|64
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_TA is not defined|407|59|407|64
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T4 is not defined|409|60|409|65
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T5 is not defined|410|60|410|65
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T4 is not defined|423|58|423|63
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T5 is not defined|424|58|424|63
events\CmtM1c_ConfigViewer~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_TA is not defined|434|87|434|92
events\CmtM1c_ConfigViewer~Sleeper.txt|CW220|CrisisManagerMenu.1024 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|17|0|17|13
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_T0 is not defined|139|93|139|98
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_T0 is not defined|146|54|146|59
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_T5 is not defined|147|54|147|59
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_T5 is not defined|154|93|154|98
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_V5 is not defined|179|97|179|102
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_V4 is not defined|184|97|184|102
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_V3 is not defined|189|97|189|102
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_V2 is not defined|194|97|194|102
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_V1 is not defined|199|97|199|102
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstCrisisInterval_V0 is not defined|204|97|204|102
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_T1 is not defined|220|90|220|95
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_T1 is not defined|227|51|227|56
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_TA is not defined|228|51|228|56
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_TA is not defined|235|90|235|95
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V9 is not defined|271|94|271|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V8 is not defined|276|94|276|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V7 is not defined|281|94|281|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V6 is not defined|286|94|286|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V5 is not defined|291|94|291|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V4 is not defined|296|94|296|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V3 is not defined|301|94|301|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V2 is not defined|306|94|306|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V1 is not defined|311|94|311|99
events\CmtM3a_TriggerEventSettings.txt|CW101|@CmtConstTriggerEgpy_V0 is not defined|316|94|316|99
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3110 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|13|0|13|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3130 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|215|0|215|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3120 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|134|0|134|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3140 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|327|0|327|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3150 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|424|0|424|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3160 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|525|0|525|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3170 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|650|0|650|13
events\CmtM3a_TriggerEventSettings.txt|CW220|CrisisManagerMenu.3161 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|635|0|635|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_T0 is not defined|127|93|127|98
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_T0 is not defined|134|54|134|59
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_T5 is not defined|135|54|135|59
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_T5 is not defined|142|93|142|98
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_V5 is not defined|167|97|167|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_V4 is not defined|172|97|172|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_V3 is not defined|177|97|177|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_V2 is not defined|182|97|182|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperInterval_V1 is not defined|187|97|187|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T1 is not defined|203|97|203|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_T1 is not defined|210|58|210|63
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_TA is not defined|211|58|211|63
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_TA is not defined|218|97|218|102
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V9 is not defined|253|101|253|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V8 is not defined|258|101|258|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V7 is not defined|263|101|263|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V6 is not defined|268|101|268|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V5 is not defined|273|101|273|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V4 is not defined|278|101|278|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V3 is not defined|283|101|283|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V2 is not defined|288|101|288|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V1 is not defined|293|101|293|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperEarliestEgsy_V0 is not defined|298|101|298|106
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T1 is not defined|405|100|405|105
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_T1 is not defined|412|61|412|66
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_TA is not defined|413|61|413|66
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_TA is not defined|420|100|420|105
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V9 is not defined|449|104|449|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V8 is not defined|454|104|454|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V7 is not defined|459|104|459|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V6 is not defined|464|104|464|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V5 is not defined|469|104|469|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V4 is not defined|474|104|474|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V3 is not defined|479|104|479|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V2 is not defined|484|104|484|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V1 is not defined|489|104|489|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerYoung_V0 is not defined|494|104|494|109
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T1 is not defined|510|98|510|103
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_T1 is not defined|517|59|517|64
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_TA is not defined|518|59|518|64
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_TA is not defined|525|98|525|103
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V9 is not defined|554|102|554|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V8 is not defined|559|102|559|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V7 is not defined|564|102|564|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V6 is not defined|569|102|569|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V5 is not defined|574|102|574|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V4 is not defined|579|102|579|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V3 is not defined|584|102|584|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V2 is not defined|589|102|589|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V1 is not defined|594|102|594|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW101|@CmtConstSleeperFleetPowerOwn_V0 is not defined|599|102|599|107
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4510 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|18|0|18|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4530 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|198|0|198|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4520 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|122|0|122|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4540 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|309|0|309|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4550 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|400|0|400|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4560 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|505|0|505|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4570 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|610|0|610|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4580 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|751|0|751|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4610 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|834|0|834|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4620 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|928|0|928|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4630 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1019|0|1019|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4640 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1212|0|1212|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4650 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1283|0|1283|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4660 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1364|0|1364|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4670 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1455|0|1455|13
events\CmtM4c_AdvancedSettings~Sleeper.txt|CW220|CrisisManagerMenu.4680 or an event it calls require the event target(s) CmtTargetVictimForcedEoc but they are not set by this event or by all possible events leading here|1546|0|1546|13
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|595|5|595|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|593|5|593|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|591|5|591|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|589|5|589|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|587|5|587|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|585|5|585|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|583|5|583|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|581|5|581|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|579|5|579|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|577|5|577|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|575|5|575|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|573|5|573|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|571|5|571|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|569|5|569|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|567|5|567|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|565|3|565|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|561|5|561|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|559|5|559|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|557|5|557|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|555|5|555|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|553|5|553|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|551|5|551|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|549|5|549|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|547|5|547|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|545|5|545|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|543|5|543|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|541|5|541|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|539|3|539|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|535|5|535|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|533|5|533|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|531|5|531|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|529|5|529|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|527|5|527|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|525|5|525|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|523|5|523|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|521|3|521|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|517|5|517|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|515|5|515|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|513|5|513|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|511|3|511|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|511|3|511|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|513|5|513|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|515|5|515|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|517|5|517|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|521|3|521|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|523|5|523|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|525|5|525|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|527|5|527|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|529|5|529|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|531|5|531|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|533|5|533|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|535|5|535|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|539|3|539|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|541|5|541|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|543|5|543|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|545|5|545|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|547|5|547|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|549|5|549|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|551|5|551|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|553|5|553|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|555|5|555|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|557|5|557|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|559|5|559|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|561|5|561|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|565|3|565|5
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|567|5|567|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|569|5|569|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|571|5|571|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|573|5|573|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|575|5|575|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|577|5|577|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|579|5|579|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|581|5|581|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|583|5|583|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|585|5|585|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|587|5|587|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|589|5|589|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|591|5|591|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|593|5|593|12
events\CmtM9_DebugMenu.txt|CW121|This 'if' trigger contains no effects|595|5|595|12
events\CmtM9_DebugMenu.txt|CW222|The event id CrisisManagerControl.5021 is not defined|307|22|307|24
events\CmtM9_DebugMenu.txt|CW222|The event id CrisisManagerControl.5021 is not defined|307|22|307|24
events\CmtM9_DebugMenu.txt|CW222|The event id CrisisManagerControl.5021 is not defined|296|22|296|24
events\CmtM9_DebugMenu.txt|CW222|The event id CrisisManagerControl.5021 is not defined|296|22|296|24
events\CmtM9_DebugMenu.txt|CW222|The event id CrisisManagerControl.0012 is not defined|235|21|235|23
events\CmtM9_DebugMenu.txt|CW262|CmtEffectSelectAncientRival is unexpected in while|367|4|367|31
